# Pokabbie feature-za-expansion canonical species data
# schema_version=1
# source_commit=91a4feca60251da39ac320bac91d7c59a8a7dd9a
species,pokemon,HP,Atk,Def,SpA,SpD,Spe,type1,type2,ability1,ability2,hidden_ability
SPECIES_AXEW,Axew,46,87,60,30,40,57,TYPE_DRAGON,TYPE_DRAGON,ABILITY_RIVALRY,ABILITY_MOLD_BREAKER,ABILITY_UNNERVE
SPECIES_AZELF,Azelf,75,125,70,125,70,115,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_LEVITATE,ABILITY_NONE,ABILITY_NONE
SPECIES_AZUMARILL,Azumarill,100,50,80,60,80,50,TYPE_WATER,TYPE_FAIRY,ABILITY_THICK_FAT,ABILITY_HUGE_POWER,ABILITY_SAP_SIPPER
SPECIES_AZURILL,Azurill,50,20,40,20,40,20,TYPE_NORMAL,TYPE_FAIRY,ABILITY_THICK_FAT,ABILITY_HUGE_POWER,ABILITY_SAP_SIPPER
SPECIES_BAGON,Bagon,45,75,60,40,30,50,TYPE_DRAGON,TYPE_DRAGON,ABILITY_ROCK_HEAD,ABILITY_NONE,ABILITY_SHEER_FORCE
SPECIES_BALTOY,Baltoy,40,40,55,40,70,55,TYPE_GROUND,TYPE_PSYCHIC,ABILITY_LEVITATE,ABILITY_NONE,ABILITY_NONE
SPECIES_BANETTE,Banette,64,115,65,83,63,65,TYPE_GHOST,TYPE_GHOST,ABILITY_INSOMNIA,ABILITY_FRISK,ABILITY_CURSED_BODY
SPECIES_BANETTE_MEGA,Banette,64,165,75,93,83,75,TYPE_GHOST,TYPE_GHOST,ABILITY_PRANKSTER,ABILITY_PRANKSTER,ABILITY_PRANKSTER
SPECIES_BARBARACLE,Barbaracle,72,105,115,54,86,68,TYPE_ROCK,TYPE_WATER,ABILITY_TOUGH_CLAWS,ABILITY_SNIPER,ABILITY_PICKPOCKET
SPECIES_BARBOACH,Barboach,50,48,43,46,41,60,TYPE_WATER,TYPE_GROUND,ABILITY_OBLIVIOUS,ABILITY_ANTICIPATION,ABILITY_HYDRATION
SPECIES_BARRASKEWDA,Barraskewd,61,123,60,60,50,136,TYPE_WATER,TYPE_WATER,ABILITY_SWIFT_SWIM,ABILITY_NONE,ABILITY_PROPELLER_TAIL
SPECIES_BASCULEGION_FEMALE,Bsculegion,120,92,65,100,75,78,TYPE_WATER,TYPE_GHOST,ABILITY_SWIFT_SWIM,ABILITY_ADAPTABILITY,ABILITY_MOLD_BREAKER
SPECIES_BASCULEGION_MALE,Bsculegion,120,112,65,80,75,78,TYPE_WATER,TYPE_GHOST,ABILITY_SWIFT_SWIM,ABILITY_ADAPTABILITY,ABILITY_MOLD_BREAKER
SPECIES_BASCULIN_BLUE_STRIPED,Basculin,70,92,65,80,55,98,TYPE_WATER,TYPE_WATER,ABILITY_ROCK_HEAD,ABILITY_ADAPTABILITY,ABILITY_MOLD_BREAKER
SPECIES_BASCULIN_RED_STRIPED,Basculin,70,92,65,80,55,98,TYPE_WATER,TYPE_WATER,ABILITY_RECKLESS,ABILITY_ADAPTABILITY,ABILITY_MOLD_BREAKER
SPECIES_BASCULIN_WHITE_STRIPED,Basculin,70,92,65,80,55,98,TYPE_WATER,TYPE_WATER,ABILITY_RATTLED,ABILITY_ADAPTABILITY,ABILITY_MOLD_BREAKER
SPECIES_BASTIODON,Bastiodon,60,52,168,47,138,30,TYPE_ROCK,TYPE_STEEL,ABILITY_STURDY,ABILITY_NONE,ABILITY_SOUNDPROOF
SPECIES_BAXCALIBUR,Baxcalibur,115,145,92,75,86,87,TYPE_DRAGON,TYPE_ICE,ABILITY_THERMAL_EXCHANGE,ABILITY_NONE,ABILITY_ICE_BODY
SPECIES_BAYLEEF,Bayleef,60,62,80,63,80,60,TYPE_GRASS,TYPE_GRASS,ABILITY_OVERGROW,ABILITY_NONE,ABILITY_LEAF_GUARD
SPECIES_BEARTIC,Beartic,95,130,80,70,80,50,TYPE_ICE,TYPE_ICE,ABILITY_SNOW_CLOAK,ABILITY_SLUSH_RUSH,ABILITY_SWIFT_SWIM
SPECIES_BEAUTIFLY,Beautifly,60,70,50,100,50,65,TYPE_BUG,TYPE_FLYING,ABILITY_SWARM,ABILITY_NONE,ABILITY_RIVALRY
SPECIES_BEEDRILL,Beedrill,65,90,40,45,80,75,TYPE_BUG,TYPE_POISON,ABILITY_SWARM,ABILITY_NONE,ABILITY_SNIPER
SPECIES_BEEDRILL_MEGA,Beedrill,65,150,40,15,80,145,TYPE_BUG,TYPE_POISON,ABILITY_ADAPTABILITY,ABILITY_ADAPTABILITY,ABILITY_ADAPTABILITY
SPECIES_BEHEEYEM,Beheeyem,75,75,75,125,95,40,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_TELEPATHY,ABILITY_SYNCHRONIZE,ABILITY_ANALYTIC
SPECIES_BELDUM,Beldum,40,55,80,35,60,30,TYPE_STEEL,TYPE_PSYCHIC,ABILITY_CLEAR_BODY,ABILITY_NONE,ABILITY_LIGHT_METAL
SPECIES_BELLIBOLT,Bellibolt,109,64,91,103,83,45,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_ELECTROMORPHOSIS,ABILITY_STATIC,ABILITY_DAMP
SPECIES_BELLOSSOM,Bellossom,75,80,95,90,100,50,TYPE_GRASS,TYPE_GRASS,ABILITY_CHLOROPHYLL,ABILITY_NONE,ABILITY_HEALER
SPECIES_BELLSPROUT,Bellsprout,50,75,35,70,30,40,TYPE_GRASS,TYPE_POISON,ABILITY_CHLOROPHYLL,ABILITY_NONE,ABILITY_GLUTTONY
SPECIES_BERGMITE,Bergmite,55,69,85,32,35,28,TYPE_ICE,TYPE_ICE,ABILITY_OWN_TEMPO,ABILITY_ICE_BODY,ABILITY_STURDY
SPECIES_BEWEAR,Bewear,120,125,80,55,60,60,TYPE_NORMAL,TYPE_FIGHTING,ABILITY_FLUFFY,ABILITY_KLUTZ,ABILITY_UNNERVE
SPECIES_BIBAREL,Bibarel,79,85,60,55,60,71,TYPE_NORMAL,TYPE_WATER,ABILITY_SIMPLE,ABILITY_UNAWARE,ABILITY_MOODY
SPECIES_BIDOOF,Bidoof,59,45,40,35,40,31,TYPE_NORMAL,TYPE_NORMAL,ABILITY_SIMPLE,ABILITY_UNAWARE,ABILITY_MOODY
SPECIES_BINACLE,Binacle,42,52,67,39,56,50,TYPE_ROCK,TYPE_WATER,ABILITY_TOUGH_CLAWS,ABILITY_SNIPER,ABILITY_PICKPOCKET
SPECIES_BISHARP,Bisharp,65,125,100,60,70,70,TYPE_DARK,TYPE_STEEL,ABILITY_DEFIANT,ABILITY_INNER_FOCUS,ABILITY_PRESSURE
SPECIES_BLACEPHALON,Blacephaln,53,127,53,151,79,107,TYPE_FIRE,TYPE_GHOST,ABILITY_BEAST_BOOST,ABILITY_NONE,ABILITY_NONE
SPECIES_BLASTOISE,Blastoise,79,83,100,85,105,78,TYPE_WATER,TYPE_WATER,ABILITY_TORRENT,ABILITY_NONE,ABILITY_RAIN_DISH
SPECIES_BLASTOISE_GIGANTAMAX,Blastoise,79,83,100,85,105,78,TYPE_WATER,TYPE_WATER,ABILITY_TORRENT,ABILITY_NONE,ABILITY_RAIN_DISH
SPECIES_BLASTOISE_MEGA,Blastoise,79,103,120,135,115,78,TYPE_WATER,TYPE_WATER,ABILITY_MEGA_LAUNCHER,ABILITY_MEGA_LAUNCHER,ABILITY_MEGA_LAUNCHER
SPECIES_BLAZIKEN,Blaziken,80,120,70,110,70,80,TYPE_FIRE,TYPE_FIGHTING,ABILITY_BLAZE,ABILITY_NONE,ABILITY_SPEED_BOOST
SPECIES_BLAZIKEN_MEGA,Blaziken,80,160,80,130,80,100,TYPE_FIRE,TYPE_FIGHTING,ABILITY_SPEED_BOOST,ABILITY_SPEED_BOOST,ABILITY_SPEED_BOOST
SPECIES_BLIPBUG,Blipbug,25,20,20,25,45,45,TYPE_BUG,TYPE_BUG,ABILITY_SWARM,ABILITY_COMPOUND_EYES,ABILITY_TELEPATHY
SPECIES_BLISSEY,Blissey,255,10,10,75,135,55,TYPE_NORMAL,TYPE_NORMAL,ABILITY_NATURAL_CURE,ABILITY_SERENE_GRACE,ABILITY_HEALER
SPECIES_BLITZLE,Blitzle,45,60,32,50,32,76,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_LIGHTNING_ROD,ABILITY_MOTOR_DRIVE,ABILITY_SAP_SIPPER
SPECIES_BOLDORE,Boldore,70,105,105,50,40,20,TYPE_ROCK,TYPE_ROCK,ABILITY_STURDY,ABILITY_WEAK_ARMOR,ABILITY_SAND_FORCE
SPECIES_BOLTUND,Boltund,69,90,60,90,60,121,TYPE_ELECTRIC,TYPE_ELECTRIC,ABILITY_STRONG_JAW,ABILITY_NONE,ABILITY_COMPETITIVE
SPECIES_BOMBIRDIER,Bombirdier,70,103,85,60,85,82,TYPE_FLYING,TYPE_DARK,ABILITY_BIG_PECKS,ABILITY_KEEN_EYE,ABILITY_ROCKY_PAYLOAD
SPECIES_BONSLY,Bonsly,50,80,95,10,45,10,TYPE_ROCK,TYPE_ROCK,ABILITY_STURDY,ABILITY_ROCK_HEAD,ABILITY_RATTLED
SPECIES_BOUFFALANT,Bouffalant,95,110,95,40,95,55,TYPE_NORMAL,TYPE_NORMAL,ABILITY_RECKLESS,ABILITY_SAP_SIPPER,ABILITY_SOUNDPROOF
SPECIES_BOUNSWEET,Bounsweet,42,30,38,30,38,32,TYPE_GRASS,TYPE_GRASS,ABILITY_LEAF_GUARD,ABILITY_OBLIVIOUS,ABILITY_SWEET_VEIL
SPECIES_BRAIXEN,Braixen,59,59,58,90,70,73,TYPE_FIRE,TYPE_FIRE,ABILITY_BLAZE,ABILITY_NONE,ABILITY_MAGICIAN
SPECIES_BRAMBLEGHAST,Brmblghast,55,115,70,80,70,90,TYPE_GRASS,TYPE_GHOST,ABILITY_WIND_RIDER,ABILITY_NONE,ABILITY_INFILTRATOR
SPECIES_BRAMBLIN,Bramblin,40,65,30,45,35,60,TYPE_GRASS,TYPE_GHOST,ABILITY_WIND_RIDER,ABILITY_NONE,ABILITY_INFILTRATOR
SPECIES_BRAVIARY,Braviary,100,123,75,57,75,80,TYPE_NORMAL,TYPE_FLYING,ABILITY_KEEN_EYE,ABILITY_SHEER_FORCE,ABILITY_DEFIANT
SPECIES_BRAVIARY_HISUIAN,Braviary,110,83,70,112,70,65,TYPE_PSYCHIC,TYPE_FLYING,ABILITY_KEEN_EYE,ABILITY_SHEER_FORCE,ABILITY_TINTED_LENS
SPECIES_BRELOOM,Breloom,60,130,80,60,60,70,TYPE_GRASS,TYPE_FIGHTING,ABILITY_EFFECT_SPORE,ABILITY_POISON_HEAL,ABILITY_TECHNICIAN
SPECIES_BRIONNE,Brionne,60,69,69,91,81,50,TYPE_WATER,TYPE_WATER,ABILITY_TORRENT,ABILITY_NONE,ABILITY_LIQUID_VOICE
SPECIES_BRONZONG,Bronzong,67,89,116,79,116,33,TYPE_STEEL,TYPE_PSYCHIC,ABILITY_LEVITATE,ABILITY_HEATPROOF,ABILITY_HEAVY_METAL
SPECIES_BRONZOR,Bronzor,57,24,86,24,86,23,TYPE_STEEL,TYPE_PSYCHIC,ABILITY_LEVITATE,ABILITY_HEATPROOF,ABILITY_HEAVY_METAL
SPECIES_BRUTE_BONNET,BruteBonet,111,127,99,79,99,55,TYPE_GRASS,TYPE_DARK,ABILITY_PROTOSYNTHESIS,ABILITY_NONE,ABILITY_NONE
SPECIES_BRUXISH,Bruxish,68,105,70,70,70,92,TYPE_WATER,TYPE_PSYCHIC,ABILITY_DAZZLING,ABILITY_STRONG_JAW,ABILITY_WONDER_SKIN
SPECIES_BUDEW,Budew,40,30,35,50,70,55,TYPE_GRASS,TYPE_POISON,ABILITY_NATURAL_CURE,ABILITY_POISON_POINT,ABILITY_LEAF_GUARD
SPECIES_BUIZEL,Buizel,55,65,35,60,30,85,TYPE_WATER,TYPE_WATER,ABILITY_SWIFT_SWIM,ABILITY_NONE,ABILITY_WATER_VEIL
SPECIES_BULBASAUR,Bulbasaur,45,49,49,65,65,45,TYPE_GRASS,TYPE_POISON,ABILITY_OVERGROW,ABILITY_NONE,ABILITY_CHLOROPHYLL
SPECIES_BUNEARY,Buneary,55,66,44,44,56,85,TYPE_NORMAL,TYPE_NORMAL,ABILITY_RUN_AWAY,ABILITY_KLUTZ,ABILITY_LIMBER
SPECIES_BUNNELBY,Bunnelby,38,36,38,32,36,57,TYPE_NORMAL,TYPE_NORMAL,ABILITY_PICKUP,ABILITY_CHEEK_POUCH,ABILITY_HUGE_POWER
SPECIES_BURMY_PLANT_CLOAK,Burmy,40,29,45,29,45,36,TYPE_BUG,TYPE_BUG,ABILITY_SHED_SKIN,ABILITY_NONE,ABILITY_OVERCOAT
SPECIES_BURMY_SANDY_CLOAK,Burmy,40,29,45,29,45,36,TYPE_BUG,TYPE_BUG,ABILITY_SHED_SKIN,ABILITY_NONE,ABILITY_OVERCOAT
SPECIES_BURMY_TRASH_CLOAK,Burmy,40,29,45,29,45,36,TYPE_BUG,TYPE_BUG,ABILITY_SHED_SKIN,ABILITY_NONE,ABILITY_OVERCOAT
SPECIES_BUTTERFREE,Butterfree,60,45,50,90,80,70,TYPE_BUG,TYPE_FLYING,ABILITY_COMPOUND_EYES,ABILITY_NONE,ABILITY_TINTED_LENS
SPECIES_BUTTERFREE_GIGANTAMAX,Butterfree,60,45,50,90,80,70,TYPE_BUG,TYPE_FLYING,ABILITY_COMPOUND_EYES,ABILITY_NONE,ABILITY_TINTED_LENS
SPECIES_BUZZWOLE,Buzzwole,107,139,139,53,53,79,TYPE_BUG,TYPE_FIGHTING,ABILITY_BEAST_BOOST,ABILITY_NONE,ABILITY_NONE
SPECIES_CACNEA,Cacnea,50,85,40,85,40,35,TYPE_GRASS,TYPE_GRASS,ABILITY_SAND_VEIL,ABILITY_NONE,ABILITY_WATER_ABSORB
SPECIES_CACTURNE,Cacturne,70,115,60,115,60,55,TYPE_GRASS,TYPE_DARK,ABILITY_SAND_VEIL,ABILITY_NONE,ABILITY_WATER_ABSORB
SPECIES_CALYREX,Calyrex,100,80,80,80,80,80,TYPE_PSYCHIC,TYPE_GRASS,ABILITY_UNNERVE,ABILITY_NONE,ABILITY_NONE
SPECIES_CALYREX_ICE_RIDER,Calyrex,100,165,150,85,130,50,TYPE_PSYCHIC,TYPE_ICE,ABILITY_AS_ONE_ICE_RIDER,ABILITY_NONE,ABILITY_NONE
SPECIES_CALYREX_SHADOW_RIDER,Calyrex,100,85,80,165,100,150,TYPE_PSYCHIC,TYPE_GHOST,ABILITY_AS_ONE_SHADOW_RIDER,ABILITY_NONE,ABILITY_NONE
SPECIES_CAMERUPT,Camerupt,70,100,70,105,75,40,TYPE_FIRE,TYPE_GROUND,ABILITY_MAGMA_ARMOR,ABILITY_SOLID_ROCK,ABILITY_ANGER_POINT
SPECIES_CAMERUPT_MEGA,Camerupt,70,120,100,145,105,20,TYPE_FIRE,TYPE_GROUND,ABILITY_SHEER_FORCE,ABILITY_SHEER_FORCE,ABILITY_SHEER_FORCE
SPECIES_CAPSAKID,Capsakid,50,62,40,62,40,50,TYPE_GRASS,TYPE_GRASS,ABILITY_CHLOROPHYLL,ABILITY_INSOMNIA,ABILITY_KLUTZ
SPECIES_CARBINK,Carbink,50,50,150,50,150,50,TYPE_ROCK,TYPE_FAIRY,ABILITY_CLEAR_BODY,ABILITY_NONE,ABILITY_STURDY
SPECIES_CARKOL,Carkol,80,60,90,60,70,50,TYPE_ROCK,TYPE_FIRE,ABILITY_STEAM_ENGINE,ABILITY_FLAME_BODY,ABILITY_FLASH_FIRE
SPECIES_CARNIVINE,Carnivine,74,100,72,90,72,46,TYPE_GRASS,TYPE_GRASS,ABILITY_LEVITATE,ABILITY_NONE,ABILITY_NONE
SPECIES_CARRACOSTA,Carracosta,74,108,133,83,65,32,TYPE_WATER,TYPE_ROCK,ABILITY_SOLID_ROCK,ABILITY_STURDY,ABILITY_SWIFT_SWIM
SPECIES_CARVANHA,Carvanha,45,90,20,65,20,65,TYPE_WATER,TYPE_DARK,ABILITY_ROUGH_SKIN,ABILITY_NONE,ABILITY_SPEED_BOOST
SPECIES_CASCOON,Cascoon,50,35,55,25,25,15,TYPE_BUG,TYPE_BUG,ABILITY_SHED_SKIN,ABILITY_NONE,ABILITY_NONE
SPECIES_CASTFORM_NORMAL,Castform,70,70,70,70,70,70,TYPE_NORMAL,TYPE_NORMAL,ABILITY_FORECAST,ABILITY_NONE,ABILITY_NONE
SPECIES_CASTFORM_RAINY,Castform,70,70,70,70,70,70,TYPE_WATER,TYPE_WATER,ABILITY_FORECAST,ABILITY_NONE,ABILITY_NONE
SPECIES_CASTFORM_SNOWY,Castform,70,70,70,70,70,70,TYPE_ICE,TYPE_ICE,ABILITY_FORECAST,ABILITY_NONE,ABILITY_NONE
SPECIES_CASTFORM_SUNNY,Castform,70,70,70,70,70,70,TYPE_FIRE,TYPE_FIRE,ABILITY_FORECAST,ABILITY_NONE,ABILITY_NONE
SPECIES_CATERPIE,Caterpie,45,30,35,20,20,45,TYPE_BUG,TYPE_BUG,ABILITY_SHIELD_DUST,ABILITY_NONE,ABILITY_RUN_AWAY
SPECIES_CELEBI,Celebi,100,100,100,100,100,100,TYPE_PSYCHIC,TYPE_GRASS,ABILITY_NATURAL_CURE,ABILITY_NONE,ABILITY_NONE
SPECIES_CELESTEELA,Celesteela,97,101,103,107,101,61,TYPE_STEEL,TYPE_FLYING,ABILITY_BEAST_BOOST,ABILITY_NONE,ABILITY_NONE
SPECIES_CENTISKORCH,Centiskorc,100,115,65,90,90,65,TYPE_FIRE,TYPE_BUG,ABILITY_FLASH_FIRE,ABILITY_WHITE_SMOKE,ABILITY_FLAME_BODY
SPECIES_CENTISKORCH_GIGANTAMAX,Centiskorc,100,115,65,90,90,65,TYPE_FIRE,TYPE_BUG,ABILITY_FLASH_FIRE,ABILITY_WHITE_SMOKE,ABILITY_FLAME_BODY
SPECIES_CERULEDGE,Ceruledge,75,125,80,60,100,85,TYPE_FIRE,TYPE_GHOST,ABILITY_FLASH_FIRE,ABILITY_NONE,ABILITY_WEAK_ARMOR
SPECIES_CETITAN,Cetitan,170,113,65,45,55,73,TYPE_ICE,TYPE_ICE,ABILITY_THICK_FAT,ABILITY_SLUSH_RUSH,ABILITY_SHEER_FORCE
SPECIES_CETODDLE,Cetoddle,108,68,45,30,40,43,TYPE_ICE,TYPE_ICE,ABILITY_THICK_FAT,ABILITY_SNOW_CLOAK,ABILITY_SHEER_FORCE
SPECIES_CHANDELURE,Chandelure,60,55,90,145,90,80,TYPE_GHOST,TYPE_FIRE,ABILITY_FLASH_FIRE,ABILITY_FLAME_BODY,ABILITY_INFILTRATOR
SPECIES_CHANDELURE_MEGA,Chandelure,60,75,110,175,110,90,TYPE_GHOST,TYPE_FIRE,ABILITY_INFILTRATOR,ABILITY_INFILTRATOR,ABILITY_INFILTRATOR
SPECIES_CHANSEY,Chansey,250,5,5,35,105,50,TYPE_NORMAL,TYPE_NORMAL,ABILITY_NATURAL_CURE,ABILITY_SERENE_GRACE,ABILITY_HEALER
SPECIES_CHARCADET,Charcadet,40,50,40,50,40,35,TYPE_FIRE,TYPE_FIRE,ABILITY_FLASH_FIRE,ABILITY_NONE,ABILITY_FLAME_BODY
SPECIES_CHARIZARD,Charizard,78,84,78,109,85,100,TYPE_FIRE,TYPE_FLYING,ABILITY_BLAZE,ABILITY_NONE,ABILITY_SOLAR_POWER
SPECIES_CHARIZARD_GIGANTAMAX,Charizard,78,84,78,109,85,100,TYPE_FIRE,TYPE_FLYING,ABILITY_BLAZE,ABILITY_NONE,ABILITY_SOLAR_POWER
SPECIES_CHARIZARD_MEGA_X,Charizard,78,130,111,130,85,100,TYPE_FIRE,TYPE_DRAGON,ABILITY_TOUGH_CLAWS,ABILITY_TOUGH_CLAWS,ABILITY_TOUGH_CLAWS
SPECIES_CHARIZARD_MEGA_Y,Charizard,78,104,78,159,115,100,TYPE_FIRE,TYPE_FLYING,ABILITY_DROUGHT,ABILITY_DROUGHT,ABILITY_DROUGHT
SPECIES_CHARJABUG,Charjabug,57,82,95,55,75,36,TYPE_BUG,TYPE_ELECTRIC,ABILITY_BATTERY,ABILITY_NONE,ABILITY_NONE
SPECIES_CHARMANDER,Charmander,39,52,43,60,50,65,TYPE_FIRE,TYPE_FIRE,ABILITY_BLAZE,ABILITY_NONE,ABILITY_SOLAR_POWER
SPECIES_CHARMELEON,Charmeleon,58,64,58,80,65,80,TYPE_FIRE,TYPE_FIRE,ABILITY_BLAZE,ABILITY_NONE,ABILITY_SOLAR_POWER
SPECIES_CHATOT,Chatot,76,65,45,92,42,91,TYPE_NORMAL,TYPE_FLYING,ABILITY_KEEN_EYE,ABILITY_TANGLED_FEET,ABILITY_BIG_PECKS
SPECIES_CHERRIM_OVERCAST,Cherrim,70,60,70,87,78,85,TYPE_GRASS,TYPE_GRASS,ABILITY_FLOWER_GIFT,ABILITY_NONE,ABILITY_NONE
SPECIES_CHERRIM_SUNSHINE,Cherrim,70,60,70,87,78,85,TYPE_GRASS,TYPE_GRASS,ABILITY_FLOWER_GIFT,ABILITY_NONE,ABILITY_NONE
SPECIES_CHERUBI,Cherubi,45,35,45,62,53,35,TYPE_GRASS,TYPE_GRASS,ABILITY_CHLOROPHYLL,ABILITY_NONE,ABILITY_NONE
SPECIES_CHESNAUGHT,Chesnaught,88,107,122,74,75,64,TYPE_GRASS,TYPE_FIGHTING,ABILITY_OVERGROW,ABILITY_NONE,ABILITY_BULLETPROOF
SPECIES_CHESNAUGHT_MEGA,Chesnaught,88,137,172,74,115,44,TYPE_GRASS,TYPE_FIGHTING,ABILITY_BULLETPROOF,ABILITY_BULLETPROOF,ABILITY_BULLETPROOF
SPECIES_CHESPIN,Chespin,56,61,65,48,45,38,TYPE_GRASS,TYPE_GRASS,ABILITY_OVERGROW,ABILITY_NONE,ABILITY_BULLETPROOF
SPECIES_CHEWTLE,Chewtle,50,64,50,38,38,44,TYPE_WATER,TYPE_WATER,ABILITY_STRONG_JAW,ABILITY_SHELL_ARMOR,ABILITY_SWIFT_SWIM
SPECIES_CHIEN_PAO,Chien-Pao,80,120,80,90,65,135,TYPE_DARK,TYPE_ICE,ABILITY_SWORD_OF_RUIN,ABILITY_NONE,ABILITY_NONE
SPECIES_CHIKORITA,Chikorita,45,49,65,49,65,45,TYPE_GRASS,TYPE_GRASS,ABILITY_OVERGROW,ABILITY_NONE,ABILITY_LEAF_GUARD
SPECIES_CHIMCHAR,Chimchar,44,58,44,58,44,61,TYPE_FIRE,TYPE_FIRE,ABILITY_BLAZE,ABILITY_NONE,ABILITY_IRON_FIST
SPECIES_CHIMECHO,Chimecho,75,50,80,95,90,65,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_LEVITATE,ABILITY_NONE,ABILITY_NONE
SPECIES_CHIMECHO_MEGA,Chimecho,75,50,110,135,120,65,TYPE_PSYCHIC,TYPE_STEEL,ABILITY_LEVITATE,ABILITY_LEVITATE,ABILITY_LEVITATE
SPECIES_CHINCHOU,Chinchou,75,38,38,56,56,67,TYPE_WATER,TYPE_ELECTRIC,ABILITY_VOLT_ABSORB,ABILITY_ILLUMINATE,ABILITY_WATER_ABSORB
SPECIES_CHINGLING,Chingling,45,30,50,65,50,45,TYPE_PSYCHIC,TYPE_PSYCHIC,ABILITY_LEVITATE,ABILITY_NONE,ABILITY_NONE
SPECIES_CHI_YU,Chi-Yu,55,80,80,135,120,100,TYPE_DARK,TYPE_FIRE,ABILITY_BEADS_OF_RUIN,ABILITY_NONE,ABILITY_NONE
SPECIES_CINCCINO,Cinccino,75,95,60,65,60,115,TYPE_NORMAL,TYPE_NORMAL,ABILITY_CUTE_CHARM,ABILITY_TECHNICIAN,ABILITY_SKILL_LINK
SPECIES_CINDERACE,Cinderace,80,116,75,65,75,119,TYPE_FIRE,TYPE_FIRE,ABILITY_BLAZE,ABILITY_NONE,ABILITY_LIBERO
SPECIES_CINDERACE_GIGANTAMAX,Cinderace,80,116,75,65,75,119,TYPE_FIRE,TYPE_FIRE,ABILITY_BLAZE,ABILITY_NONE,ABILITY_LIBERO
SPECIES_CLAMPERL,Clamperl,35,64,85,74,55,32,TYPE_WATER,TYPE_WATER,ABILITY_SHELL_ARMOR,ABILITY_NONE,ABILITY_RATTLED
SPECIES_CLAUNCHER,Clauncher,50,53,62,58,63,44,TYPE_WATER,TYPE_WATER,ABILITY_MEGA_LAUNCHER,ABILITY_NONE,ABILITY_NONE
SPECIES_CLAWITZER,Clawitzer,71,73,88,120,89,59,TYPE_WATER,TYPE_WATER,ABILITY_MEGA_LAUNCHER,ABILITY_NONE,ABILITY_NONE
SPECIES_CLAYDOL,Claydol,60,70,105,70,120,75,TYPE_GROUND,TYPE_PSYCHIC,ABILITY_LEVITATE,ABILITY_NONE,ABILITY_NONE
SPECIES_CLEFABLE,Clefable,95,70,73,95,90,60,TYPE_FAIRY,TYPE_FAIRY,ABILITY_CUTE_CHARM,ABILITY_MAGIC_GUARD,ABILITY_UNAWARE
SPECIES_CLEFABLE_MEGA,Clefable,95,80,93,135,110,70,TYPE_FAIRY,TYPE_FLYING,ABILITY_MAGIC_BOUNCE,ABILITY_MAGIC_BOUNCE,ABILITY_MAGIC_BOUNCE
SPECIES_CLEFAIRY,Clefairy,70,45,48,60,65,35,TYPE_FAIRY,TYPE_FAIRY,ABILITY_CUTE_CHARM,ABILITY_MAGIC_GUARD,ABILITY_FRIEND_GUARD
SPECIES_CLEFFA,Cleffa,50,25,28,45,55,15,TYPE_FAIRY,TYPE_FAIRY,ABILITY_CUTE_CHARM,ABILITY_MAGIC_GUARD,ABILITY_FRIEND_GUARD
SPECIES_CLOBBOPUS,Clobbopus,50,68,60,50,50,32,TYPE_FIGHTING,TYPE_FIGHTING,ABILITY_LIMBER,ABILITY_NONE,ABILITY_TECHNICIAN
SPECIES_CLODSIRE,Clodsire,130,75,60,45,100,20,TYPE_POISON,TYPE_GROUND,ABILITY_POISON_POINT,ABILITY_WATER_ABSORB,ABILITY_UNAWARE
SPECIES_CLOYSTER,Cloyster,50,95,180,85,45,70,TYPE_WATER,TYPE_ICE,ABILITY_SHELL_ARMOR,ABILITY_SKILL_LINK,ABILITY_OVERCOAT
SPECIES_COALOSSAL,Coalossal,110,80,120,80,90,30,TYPE_ROCK,TYPE_FIRE,ABILITY_STEAM_ENGINE,ABILITY_FLAME_BODY,ABILITY_FLASH_FIRE
SPECIES_COALOSSAL_GIGANTAMAX,Coalossal,110,80,120,80,90,30,TYPE_ROCK,TYPE_FIRE,ABILITY_STEAM_ENGINE,ABILITY_FLAME_BODY,ABILITY_FLASH_FIRE
SPECIES_COBALION,Cobalion,91,90,129,90,72,108,TYPE_STEEL,TYPE_FIGHTING,ABILITY_JUSTIFIED,ABILITY_NONE,ABILITY_NONE
SPECIES_COFAGRIGUS,Cofagrigus,58,50,145,95,105,30,TYPE_GHOST,TYPE_GHOST,ABILITY_MUMMY,ABILITY_NONE,ABILITY_NONE
SPECIES_COMBEE,Combee,30,30,42,30,42,70,TYPE_BUG,TYPE_FLYING,ABILITY_HONEY_GATHER,ABILITY_NONE,ABILITY_HUSTLE
SPECIES_COMBUSKEN,Combusken,60,85,60,85,60,55,TYPE_FIRE,TYPE_FIGHTING,ABILITY_BLAZE,ABILITY_NONE,ABILITY_SPEED_BOOST
SPECIES_COMFEY,Comfey,51,52,90,82,110,100,TYPE_FAIRY,TYPE_FAIRY,ABILITY_FLOWER_VEIL,ABILITY_TRIAGE,ABILITY_NATURAL_CURE
